"doodsoorzaak";"icd10_code";"perioden";"geslacht";"leeftijd";"aantal";"aantal_per_100000";"aantal_per_100000_gestandaardiseerd";"sterfte_totaal";"percentage_van_totaal"
"Dikkedarmkanker";"C18-C21";2020;"Vrouwen";" 50-54";73;11,4;11,4;"";""
"Dikkedarmkanker";"C18-C21";2020;"Totaal";" 50-54";158;12,3;12,3;"";""
"Dikkedarmkanker";"C18-C21";2020;"Mannen";" 55-59";132;20,9;20,9;"";""
"Dikkedarmkanker";"C18-C21";2020;"Vrouwen";" 55-59";105;16,8;16,8;"";""
"Dikkedarmkanker";"C18-C21";2020;"Totaal";" 55-59";237;18,9;18,9;"";""
"Dikkedarmkanker";"C18-C21";2020;"Mannen";" 60-64";216;38,5;38,5;"";""
"Dikkedarmkanker";"C18-C21";2020;"Vrouwen";" 60-64";170;30;30;"";""
"Dikkedarmkanker";"C18-C21";2020;"Totaal";" 60-64";386;34,2;34,2;"";""
"Dikkedarmkanker";"C18-C21";2020;"Mannen";" 65-69";230;46,5;46,5;"";""
"Dikkedarmkanker";"C18-C21";2020;"Vrouwen";" 65-69";229;45,3;45,3;"";""
"Dikkedarmkanker";"C18-C21";2020;"Totaal";" 65-69";459;45,9;45,9;"";""
"Dikkedarmkanker";"C18-C21";2020;"Mannen";" 70-74";355;76;76;"";""
"Dikkedarmkanker";"C18-C21";2020;"Vrouwen";" 70-74";309;63,1;63,1;"";""
"Dikkedarmkanker";"C18-C21";2020;"Totaal";" 70-74";664;69,4;69,4;"";""
"Dikkedarmkanker";"C18-C21";2020;"Mannen";" 75-79";410;136,3;136,3;"";""
"Dikkedarmkanker";"C18-C21";2020;"Vrouwen";" 75-79";297;87,9;87,9;"";""
"Dikkedarmkanker";"C18-C21";2020;"Totaal";" 75-79";707;110,7;110,8;"";""
"Dikkedarmkanker";"C18-C21";2020;"Mannen";" 80-84";399;207,2;207,2;"";""
"Dikkedarmkanker";"C18-C21";2020;"Vrouwen";" 80-84";364;145,6;145,6;"";""
"Dikkedarmkanker";"C18-C21";2020;"Totaal";" 80-84";763;172,4;172,6;"";""
"Dikkedarmkanker";"C18-C21";2020;"Mannen";" 85+";442;330,8;330,8;"";""
"Dikkedarmkanker";"C18-C21";2020;"Vrouwen";" 85+";647;254,5;254,5;"";""
"Dikkedarmkanker";"C18-C21";2020;"Totaal";" 85+";1089;280,8;281,2;"";""
"Dikkedarmkanker";"C18-C21";2020;"Mannen";" Totaal";2365;27,3;27,8;"";""
"Dikkedarmkanker";"C18-C21";2020;"Vrouwen";" Totaal";2265;25,8;26,1;"";""
"Dikkedarmkanker";"C18-C21";2020;"Totaal";" Totaal";4630;26,5;26,9;"168678";"2.7"
"Dikkedarmkanker";"C18-C21";2021;"Mannen";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2021;"Vrouwen";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2021;"Totaal";" 0";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2021;"Mannen";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2021;"Vrouwen";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2021;"Totaal";" 1-4";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2021;"Mannen";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2021;"Vrouwen";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2021;"Totaal";" 5-9";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2021;"Mannen";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2021;"Vrouwen";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2021;"Totaal";" 10-14";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2021;"Mannen";" 15-19";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2021;"Vrouwen";" 15-19";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2021;"Totaal";" 15-19";0;0;0;"";""
"Dikkedarmkanker";"C18-C21";2021;"Mannen";" 20-24";4;0,7;0,7;"";""
"Dikkedarmkanker";"C18-C21";2021;"Vrouwen";" 20-24";1;0,2;0,2;"";""
"Dikkedarmkanker";"C18-C21";2021;"Totaal";" 20-24";5;0,4;0,4;"";""
"Dikkedarmkanker";"C18-C21";2021;"Mannen";" 25-29";6;1;1;"";""
"Dikkedarmkanker";"C18-C21";2021;"Vrouwen";" 25-29";1;0,2;0,2;"";""
"Dikkedarmkanker";"C18-C21";2021;"Totaal";" 25-29";7;0,6;0,6;"";""
"Dikkedarmkanker";"C18-C21";2021;"Mannen";" 30-34";7;1,2;1,2;"";""
"Dikkedarmkanker";"C18-C21";2021;"Vrouwen";" 30-34";3;0,5;0,5;"";""
"Dikkedarmkanker";"C18-C21";2021;"Totaal";" 30-34";10;0,9;0,9;"";""
"Dikkedarmkanker";"C18-C21";2021;"Mannen";" 35-39";6;1,1;1,1;"";""
"Dikkedarmkanker";"C18-C21";2021;"Vrouwen";" 35-39";7;1,3;1,3;"";""
"Dikkedarmkanker";"C18-C21";2021;"Totaal";" 35-39";13;1,2;1,2;"";""
"Dikkedarmkanker";"C18-C21";2021;"Mannen";" 40-44";16;3,1;3,1;"";""
"Dikkedarmkanker";"C18-C21";2021;"Vrouwen";" 40-44";15;2,9;2,9;"";""
"Dikkedarmkanker";"C18-C21";2021;"Totaal";" 40-44";31;3;3;"";""
"Dikkedarmkanker";"C18-C21";2021;"Mannen";" 45-49";43;7,8;7,8;"";""
"Dikkedarmkanker";"C18-C21";2021;"Vrouwen";" 45-49";46;8,2;8,2;"";""
"Dikkedarmkanker";"C18-C21";2021;"Totaal";" 45-49";89;8;8;"";""
"Dikkedarmkanker";"C18-C21";2021;"Mannen";" 50-54";93;14,5;14,5;"";""
"Dikkedarmkanker";"C18-C21";2021;"Vrouwen";" 50-54";85;13,3;13,3;"";""
"Dikkedarmkanker";"C18-C21";2021;"Totaal";" 50-54";178;13,9;13,9;"";""
"Dikkedarmkanker";"C18-C21";2021;"Mannen";" 55-59";139;21,9;21,9;"";""
"Dikkedarmkanker";"C18-C21";2021;"Vrouwen";" 55-59";101;16;16;"";""
"Dikkedarmkanker";"C18-C21";2021;"Totaal";" 55-59";240;19;19;"";""
"Dikkedarmkanker";"C18-C21";2021;"Mannen";" 60-64";182;31,8;31,8;"";""
"Dikkedarmkanker";"C18-C21";2021;"Vrouwen";" 60-64";146;25,3;25,3;"";""
"Dikkedarmkanker";"C18-C21";2021;"Totaal";" 60-64";328;28,6;28,6;"";""
"Dikkedarmkanker";"C18-C21";2021;"Mannen";" 65-69";278;55,7;55,7;"";""
"Dikkedarmkanker";"C18-C21";2021;"Vrouwen";" 65-69";187;36,6;36,6;"";""
"Dikkedarmkanker";"C18-C21";2021;"Totaal";" 65-69";465;46;46;"";""
"Dikkedarmkanker";"C18-C21";2021;"Mannen";" 70-74";389;83,3;83,3;"";""
"Dikkedarmkanker";"C18-C21";2021;"Vrouwen";" 70-74";237;48,4;48,4;"";""
"Dikkedarmkanker";"C18-C21";2021;"Totaal";" 70-74";626;65,5;65,5;"";""
"Dikkedarmkanker";"C18-C21";2021;"Mannen";" 75-79";454;141,6;141,6;"";""
"Dikkedarmkanker";"C18-C21";2021;"Vrouwen";" 75-79";271;75,7;75,7;"";""
"Dikkedarmkanker";"C18-C21";2021;"Totaal";" 75-79";725;106,8;106,8;"";""
"Dikkedarmkanker";"C18-C21";2021;"Mannen";" 80-84";389;195,8;195,8;"";""
"Dikkedarmkanker";"C18-C21";2021;"Vrouwen";" 80-84";346;135,9;135,9;"";""
"Dikkedarmkanker";"C18-C21";2021;"Totaal";" 80-84";735;162,1;162,1;"";""
"Dikkedarmkanker";"C18-C21";2021;"Mannen";" 85+";478;348,9;348,9;"";""
"Dikkedarmkanker";"C18-C21";2021;"Vrouwen";" 85+";628;245,8;245,8;"";""
"Dikkedarmkanker";"C18-C21";2021;"Totaal";" 85+";1106;281,7;281,7;"";""
"Dikkedarmkanker";"C18-C21";2021;"Mannen";" Totaal";2484;28,5;28,5;"";""
"Dikkedarmkanker";"C18-C21";2021;"Vrouwen";" Totaal";2074;23,5;23,5;"";""
"Dikkedarmkanker";"C18-C21";2021;"Totaal";" Totaal";4558;26;26;"170976";"2.7"
